,short_name,fish_id,time_point,macrophage_count,time_in_min,cancer_cells,dpi
2818,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,12.0,28.0,1680.0,BT569,1.0
2821,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,15.0,36.0,1740.0,BT569,1.0
2824,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,18.0,27.0,1800.0,BT569,1.0
2827,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,21.0,23.0,1860.0,BT569,1.0
2830,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,24.0,27.0,1920.0,BT569,1.0
2833,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,27.0,20.0,1980.0,BT569,1.0
2836,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,30.0,29.0,2040.0,BT569,1.0
2839,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,33.0,28.0,2100.0,BT569,1.0
2842,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,36.0,22.0,2160.0,BT569,1.0
2845,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,39.0,24.0,2220.0,BT569,1.0
2848,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,42.0,25.0,2280.0,BT569,1.0
2851,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,45.0,22.0,2340.0,BT569,1.0
2854,211207_BT569_1dpi_Pos003,211207_BT569_Pos003,48.0,23.0,2400.0,BT569,1.0
2857,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,0.0,53.0,1440.0,BT569,1.0
2860,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,3.0,49.0,1500.0,BT569,1.0
2863,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,6.0,42.0,1560.0,BT569,1.0
2866,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,9.0,42.0,1620.0,BT569,1.0
2869,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,12.0,40.0,1680.0,BT569,1.0
2872,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,15.0,36.0,1740.0,BT569,1.0
2875,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,18.0,35.0,1800.0,BT569,1.0
2878,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,21.0,35.0,1860.0,BT569,1.0
2881,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,24.0,33.0,1920.0,BT569,1.0
2884,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,27.0,35.0,1980.0,BT569,1.0
2887,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,30.0,33.0,2040.0,BT569,1.0
2890,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,33.0,25.0,2100.0,BT569,1.0
2893,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,36.0,24.0,2160.0,BT569,1.0
2896,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,39.0,29.0,2220.0,BT569,1.0
2899,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,42.0,25.0,2280.0,BT569,1.0
2902,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,45.0,21.0,2340.0,BT569,1.0
2905,211207_BT569_1dpi_Pos004,211207_BT569_Pos004,48.0,23.0,2400.0,BT569,1.0
2908,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,0.0,42.0,1440.0,BT569,1.0
2911,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,3.0,44.0,1500.0,BT569,1.0
2914,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,6.0,41.0,1560.0,BT569,1.0
2917,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,9.0,38.0,1620.0,BT569,1.0
2920,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,12.0,29.0,1680.0,BT569,1.0
2923,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,15.0,32.0,1740.0,BT569,1.0
2926,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,18.0,35.0,1800.0,BT569,1.0
2929,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,21.0,35.0,1860.0,BT569,1.0
2932,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,24.0,36.0,1920.0,BT569,1.0
2935,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,27.0,26.0,1980.0,BT569,1.0
2938,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,30.0,25.0,2040.0,BT569,1.0
2941,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,33.0,24.0,2100.0,BT569,1.0
2944,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,36.0,27.0,2160.0,BT569,1.0
2947,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,39.0,21.0,2220.0,BT569,1.0
2950,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,42.0,16.0,2280.0,BT569,1.0
2953,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,45.0,21.0,2340.0,BT569,1.0
2956,211207_BT569_1dpi_Pos005,211207_BT569_Pos005,48.0,20.0,2400.0,BT569,1.0
2959,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,0.0,70.0,1440.0,BT569,1.0
2962,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,3.0,55.0,1500.0,BT569,1.0
2965,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,6.0,53.0,1560.0,BT569,1.0
2968,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,9.0,53.0,1620.0,BT569,1.0
2971,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,12.0,49.0,1680.0,BT569,1.0
2974,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,15.0,44.0,1740.0,BT569,1.0
2977,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,18.0,40.0,1800.0,BT569,1.0
2980,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,21.0,39.0,1860.0,BT569,1.0
2983,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,24.0,36.0,1920.0,BT569,1.0
2986,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,27.0,38.0,1980.0,BT569,1.0
2989,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,30.0,32.0,2040.0,BT569,1.0
2992,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,33.0,29.0,2100.0,BT569,1.0
2995,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,36.0,25.0,2160.0,BT569,1.0
2998,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,39.0,28.0,2220.0,BT569,1.0
3001,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,42.0,25.0,2280.0,BT569,1.0
3004,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,45.0,27.0,2340.0,BT569,1.0
3007,211207_BT569_1dpi_Pos006,211207_BT569_Pos006,48.0,24.0,2400.0,BT569,1.0
3010,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,0.0,79.0,1440.0,LBT123,1.0
3013,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,3.0,80.0,1500.0,LBT123,1.0
3016,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,6.0,66.0,1560.0,LBT123,1.0
3019,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,9.0,67.0,1620.0,LBT123,1.0
3022,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,12.0,65.0,1680.0,LBT123,1.0
3025,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,15.0,50.0,1740.0,LBT123,1.0
3028,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,18.0,36.0,1800.0,LBT123,1.0
3031,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,21.0,40.0,1860.0,LBT123,1.0
3034,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,24.0,38.0,1920.0,LBT123,1.0
3037,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,27.0,33.0,1980.0,LBT123,1.0
3040,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,30.0,36.0,2040.0,LBT123,1.0
3043,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,33.0,25.0,2100.0,LBT123,1.0
3046,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,36.0,17.0,2160.0,LBT123,1.0
3049,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,39.0,22.0,2220.0,LBT123,1.0
3052,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,42.0,23.0,2280.0,LBT123,1.0
3055,211214_LBT123_1dpi_Pos001,211214_LBT123_Pos001,45.0,13.0,2340.0,LBT123,1.0
3058,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,0.0,84.0,1440.0,LBT123,1.0
3061,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,3.0,71.0,1500.0,LBT123,1.0
3064,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,6.0,72.0,1560.0,LBT123,1.0
3067,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,9.0,70.0,1620.0,LBT123,1.0
3070,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,12.0,58.0,1680.0,LBT123,1.0
3073,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,15.0,60.0,1740.0,LBT123,1.0
3076,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,18.0,50.0,1800.0,LBT123,1.0
3079,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,21.0,43.0,1860.0,LBT123,1.0
3082,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,24.0,35.0,1920.0,LBT123,1.0
3085,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,27.0,32.0,1980.0,LBT123,1.0
3088,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,30.0,24.0,2040.0,LBT123,1.0
3091,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,33.0,31.0,2100.0,LBT123,1.0
3094,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,36.0,26.0,2160.0,LBT123,1.0
3097,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,39.0,24.0,2220.0,LBT123,1.0
3100,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,42.0,20.0,2280.0,LBT123,1.0
3103,211214_LBT123_1dpi_Pos002,211214_LBT123_Pos002,45.0,31.0,2340.0,LBT123,1.0
3106,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,0.0,38.0,1440.0,LBT123,1.0
3109,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,3.0,30.0,1500.0,LBT123,1.0
3112,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,6.0,25.0,1560.0,LBT123,1.0
3115,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,9.0,29.0,1620.0,LBT123,1.0
3118,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,12.0,25.0,1680.0,LBT123,1.0
3121,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,15.0,22.0,1740.0,LBT123,1.0
3124,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,18.0,16.0,1800.0,LBT123,1.0
3127,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,21.0,16.0,1860.0,LBT123,1.0
3130,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,24.0,17.0,1920.0,LBT123,1.0
3133,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,27.0,20.0,1980.0,LBT123,1.0
3136,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,30.0,18.0,2040.0,LBT123,1.0
3139,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,33.0,20.0,2100.0,LBT123,1.0
3142,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,36.0,20.0,2160.0,LBT123,1.0
3145,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,39.0,16.0,2220.0,LBT123,1.0
3148,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,42.0,21.0,2280.0,LBT123,1.0
3151,211214_LBT123_1dpi_Pos003,211214_LBT123_Pos003,45.0,23.0,2340.0,LBT123,1.0
3154,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,0.0,75.0,1440.0,LBT123,1.0
3157,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,3.0,68.0,1500.0,LBT123,1.0
3160,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,6.0,74.0,1560.0,LBT123,1.0
3163,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,9.0,55.0,1620.0,LBT123,1.0
3166,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,12.0,59.0,1680.0,LBT123,1.0
3169,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,15.0,57.0,1740.0,LBT123,1.0
3172,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,18.0,45.0,1800.0,LBT123,1.0
3175,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,21.0,52.0,1860.0,LBT123,1.0
3178,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,24.0,46.0,1920.0,LBT123,1.0
3181,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,27.0,45.0,1980.0,LBT123,1.0
3184,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,30.0,49.0,2040.0,LBT123,1.0
3187,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,33.0,38.0,2100.0,LBT123,1.0
3190,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,36.0,40.0,2160.0,LBT123,1.0
3193,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,39.0,48.0,2220.0,LBT123,1.0
3196,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,42.0,43.0,2280.0,LBT123,1.0
3199,211214_LBT123_1dpi_Pos004,211214_LBT123_Pos004,45.0,38.0,2340.0,LBT123,1.0
3202,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,0.0,50.0,1440.0,LBT123,1.0
3205,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,3.0,40.0,1500.0,LBT123,1.0
3208,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,6.0,42.0,1560.0,LBT123,1.0
3211,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,9.0,49.0,1620.0,LBT123,1.0
3214,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,12.0,43.0,1680.0,LBT123,1.0
3217,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,15.0,35.0,1740.0,LBT123,1.0
3220,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,18.0,37.0,1800.0,LBT123,1.0
3223,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,21.0,39.0,1860.0,LBT123,1.0
3226,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,24.0,34.0,1920.0,LBT123,1.0
3229,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,27.0,24.0,1980.0,LBT123,1.0
3232,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,30.0,22.0,2040.0,LBT123,1.0
3235,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,33.0,25.0,2100.0,LBT123,1.0
3238,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,36.0,26.0,2160.0,LBT123,1.0
3241,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,39.0,17.0,2220.0,LBT123,1.0
3244,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,42.0,19.0,2280.0,LBT123,1.0
3247,211214_LBT123_1dpi_Pos005,211214_LBT123_Pos005,45.0,24.0,2340.0,LBT123,1.0
3250,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,0.0,74.0,1440.0,LBT123,1.0
3253,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,3.0,63.0,1500.0,LBT123,1.0
3256,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,6.0,59.0,1560.0,LBT123,1.0
3259,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,9.0,56.0,1620.0,LBT123,1.0
3262,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,12.0,57.0,1680.0,LBT123,1.0
3265,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,15.0,42.0,1740.0,LBT123,1.0
3268,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,18.0,32.0,1800.0,LBT123,1.0
3271,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,21.0,27.0,1860.0,LBT123,1.0
3274,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,24.0,27.0,1920.0,LBT123,1.0
3277,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,27.0,19.0,1980.0,LBT123,1.0
3280,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,30.0,22.0,2040.0,LBT123,1.0
3283,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,33.0,15.0,2100.0,LBT123,1.0
3286,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,36.0,13.0,2160.0,LBT123,1.0
3289,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,39.0,12.0,2220.0,LBT123,1.0
3292,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,42.0,19.0,2280.0,LBT123,1.0
3295,211214_LBT123_1dpi_Pos006,211214_LBT123_Pos006,45.0,13.0,2340.0,LBT123,1.0
3298,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,0.0,22.0,1440.0,LBT003,1.0
3301,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,3.0,14.0,1500.0,LBT003,1.0
3304,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,6.0,24.0,1560.0,LBT003,1.0
3307,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,9.0,15.0,1620.0,LBT003,1.0
3310,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,12.0,14.0,1680.0,LBT003,1.0
3313,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,15.0,17.0,1740.0,LBT003,1.0
3316,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,18.0,14.0,1800.0,LBT003,1.0
3319,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,21.0,12.0,1860.0,LBT003,1.0
3322,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,24.0,10.0,1920.0,LBT003,1.0
3325,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,27.0,11.0,1980.0,LBT003,1.0
3328,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,30.0,16.0,2040.0,LBT003,1.0
3331,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,33.0,11.0,2100.0,LBT003,1.0
3334,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,36.0,15.0,2160.0,LBT003,1.0
3337,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,39.0,12.0,2220.0,LBT003,1.0
3340,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,42.0,11.0,2280.0,LBT003,1.0
3343,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,45.0,9.0,2340.0,LBT003,1.0
3346,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,48.0,11.0,2400.0,LBT003,1.0
3349,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,0.0,47.0,1440.0,LBT003,1.0
3352,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,3.0,44.0,1500.0,LBT003,1.0
3355,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,6.0,42.0,1560.0,LBT003,1.0
3358,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,9.0,35.0,1620.0,LBT003,1.0
3361,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,12.0,36.0,1680.0,LBT003,1.0
3364,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,15.0,38.0,1740.0,LBT003,1.0
3367,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,18.0,36.0,1800.0,LBT003,1.0
3370,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,21.0,29.0,1860.0,LBT003,1.0
3373,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,24.0,25.0,1920.0,LBT003,1.0
3376,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,27.0,27.0,1980.0,LBT003,1.0
3379,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,30.0,23.0,2040.0,LBT003,1.0
3382,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,33.0,19.0,2100.0,LBT003,1.0
3385,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,36.0,19.0,2160.0,LBT003,1.0
3388,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,39.0,18.0,2220.0,LBT003,1.0
3391,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,42.0,25.0,2280.0,LBT003,1.0
3394,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,45.0,20.0,2340.0,LBT003,1.0
3397,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,48.0,24.0,2400.0,LBT003,1.0
3400,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,0.0,29.0,1440.0,LBT003,1.0
3403,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,3.0,28.0,1500.0,LBT003,1.0
3406,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,6.0,24.0,1560.0,LBT003,1.0
3409,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,9.0,21.0,1620.0,LBT003,1.0
3412,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,12.0,22.0,1680.0,LBT003,1.0
3415,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,15.0,20.0,1740.0,LBT003,1.0
3418,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,18.0,22.0,1800.0,LBT003,1.0
3421,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,21.0,25.0,1860.0,LBT003,1.0
3424,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,24.0,18.0,1920.0,LBT003,1.0
3427,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,27.0,17.0,1980.0,LBT003,1.0
3430,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,30.0,22.0,2040.0,LBT003,1.0
3433,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,33.0,16.0,2100.0,LBT003,1.0
3436,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,36.0,18.0,2160.0,LBT003,1.0
3439,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,39.0,15.0,2220.0,LBT003,1.0
3442,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,42.0,15.0,2280.0,LBT003,1.0
3445,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,45.0,8.0,2340.0,LBT003,1.0
3448,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,48.0,17.0,2400.0,LBT003,1.0
3451,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,0.0,26.0,1440.0,LBT003,1.0
3454,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,3.0,18.0,1500.0,LBT003,1.0
3457,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,6.0,23.0,1560.0,LBT003,1.0
3460,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,9.0,28.0,1620.0,LBT003,1.0
3463,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,12.0,26.0,1680.0,LBT003,1.0
3466,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,15.0,31.0,1740.0,LBT003,1.0
3469,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,18.0,27.0,1800.0,LBT003,1.0
3472,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,21.0,30.0,1860.0,LBT003,1.0
3475,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,24.0,19.0,1920.0,LBT003,1.0
3478,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,27.0,27.0,1980.0,LBT003,1.0
3481,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,0.0,58.0,1440.0,BT333,1.0
3484,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,3.0,48.0,1500.0,BT333,1.0
3487,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,6.0,46.0,1560.0,BT333,1.0
3490,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,9.0,44.0,1620.0,BT333,1.0
3493,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,12.0,40.0,1680.0,BT333,1.0
3496,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,15.0,40.0,1740.0,BT333,1.0
3499,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,18.0,32.0,1800.0,BT333,1.0
3502,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,21.0,27.0,1860.0,BT333,1.0
3505,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,24.0,25.0,1920.0,BT333,1.0
3508,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,27.0,24.0,1980.0,BT333,1.0
3511,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,30.0,22.0,2040.0,BT333,1.0
3514,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,33.0,26.0,2100.0,BT333,1.0
3517,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,36.0,24.0,2160.0,BT333,1.0
3520,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,39.0,30.0,2220.0,BT333,1.0
3523,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,42.0,19.0,2280.0,BT333,1.0
3526,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,45.0,17.0,2340.0,BT333,1.0
3529,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,48.0,20.0,2400.0,BT333,1.0
3532,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,0.0,40.0,1440.0,BT333,1.0
3535,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,3.0,34.0,1500.0,BT333,1.0
3538,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,6.0,29.0,1560.0,BT333,1.0
3541,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,9.0,23.0,1620.0,BT333,1.0
3544,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,12.0,21.0,1680.0,BT333,1.0
3547,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,15.0,16.0,1740.0,BT333,1.0
3550,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,18.0,23.0,1800.0,BT333,1.0
3553,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,21.0,22.0,1860.0,BT333,1.0
3556,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,24.0,18.0,1920.0,BT333,1.0
3559,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,27.0,16.0,1980.0,BT333,1.0
3562,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,30.0,16.0,2040.0,BT333,1.0
3565,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,33.0,12.0,2100.0,BT333,1.0
3568,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,36.0,17.0,2160.0,BT333,1.0
3571,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,39.0,15.0,2220.0,BT333,1.0
3574,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,42.0,13.0,2280.0,BT333,1.0
3577,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,45.0,21.0,2340.0,BT333,1.0
